HomHumanSymbol	MouseSymbol
SSR2	Ssr2
CSGALNACT2	Csgalnact2
HECTD1	Hectd1
NT5E	Nt5e
CRY2	Cry2
GNL3	Gnl3
SCEL	Scel
CAPN11	Capn11
MIS18BP1	Mis18bp1
GABARAP	Gabarap
DHFR	Dhfr
DHFR2	Dhfr
DHFRP1	Dhfr
CXADR	Cxadr
VIPR2	Vipr2
RPL5	Rpl5
CACNA1D	Cacna1d
GLRB	Glrb
ANXA13	Anxa13
H1-1	H1f1
COL5A2	Col5a2
NKX2-1	Nkx2-1
TECR	Tecr
MYCBP2	Mycbp2
NCOA2	Ncoa2
H1-2	H1f2
PDZK1IP1	Pdzk1ip1
MEIS3	Meis3
MEIS3P1	Meis3
MEIS3P2	Meis3
H1-6	H1f6
BRK1	Brk1
CCDC57	Ccdc57
PCSK2	Pcsk2
PCDH17	Pcdh17
FUZ	Fuz
NT5M	Nt5m
SYT7	Syt7
NUFIP1	Nufip1
CSF3R	Csf3r
RASSF8	Rassf8
ARID3A	Arid3a
CCT5	Cct5
ARID1B	Arid1b
RASSF9	Rassf9
ARID1A	Arid1a
ADTRP	Adtrp
TUBGCP4	Tubgcp4
RASSF10	Rassf10
TUBGCP2	Tubgcp2
XPA	Xpa
RASSF4	Rassf4
GNL3L	Gnl3l
PYGM	Pygm
EBF2	Ebf2
GBA1	Gba1
CXCR4	Cxcr4
CPXM1	Cpxm1
MTMR4	Mtmr4
BNC2	Bnc2
CEBPE	Cebpe
DEGS1	Degs1
CEP89	Cep89
EFNB1	Efnb1
SAP30L	Sap30l
UBE3C	Ube3c
EFNB2	Efnb2
POLR1A	Polr1a
RALGPS2	Ralgps2
GJA8	Gja8
PHF6	Phf6
CDC14A	Cdc14a
CPSF6	Cpsf6
PIGB	Pigb
NEUROG3	Neurog3
DEGS1	Degs1l
ZMYND10	Zmynd10
NEUROD6	Neurod6
C11orf24	1810055G02Rik
USP20	Usp20
CDH1	Cdh1
ARPC2	Arpc2
CDH3	Cdh3
WEE1	Wee1
IGF1	Igf1
HLA-DRA	H2-Ea
UBE2I	Ube2i
ISY1	Isy1
ISY1-RAB43	Isy1
HLA-DOA	H2-Oa
RASSF6	Rassf6
RASSF3	Rassf3
FAM120C	Fam120c
ADSS2	Adss2
MAT2B	Mat2b
ADSS1	Adss1
KDM5C	Kdm5c
LIFR	Lifr
KDM5D	Kdm5d
IARS1	Iars1
JARID2	Jarid2
RUNX1	Runx1
FAM120A	Fam120a
YPEL5	Ypel5
KARS1	Kars1
ARID2	Arid2
ASCC2	Ascc2
RARS1	Rars1
TUBGCP5	Tubgcp5
RXFP2	Rxfp2
RASSF1	Rassf1
AIRIM	Airim
ARF1	Arf1
RRP15	Rrp15
LAD1	Lad1
EIF2D	Eif2d
MAT2A	Mat2a
MPZ	Mpz
SEC23IP	Sec23ip
PCDH15	Pcdh15
LRFN1	Lrfn1
RASSF2	Rassf2
MAT1A	Mat1a
APOM	Apom
UCK2	Uck2
TNNI1	Tnni1
ARHGAP4	Arhgap4
FH	Fh1
RNF145	Rnf145
PHLDA3	Phlda3
DYNC2LI1	Dync2li1
KIAA1143	1110059G10Rik
IVD	Ivd
SORD	Sord
STAT4	Stat4
TMEM218	Tmem218
CRY1	Cry1
BRI3BP	Bri3bp
UBTF	Ubtf
ZNF507	Zfp507
CP	Cp
IRX3	Irx3
TMUB2	Tmub2
RPGRIP1L	Rpgrip1l
BCO1	Bco1
CAPZA2	Capza2
UBTFL1	Ubtfl1
UBTFL6	Ubtfl1
CLIC3	Clic3
CAPZA1	Capza1b
TWSG1	Twsg1
RNF2	Rnf2
STAT1	Stat1
BCO2	Bco2
CAPZA1	Capza1
TAP2	Tap2
TTC6	Ttc6
CHRNA4	Chrna4
ERLIN2	Erlin2
CCBE1	Ccbe1
QKI	Qki
CDK17	Cdk17
CDK14	Cdk14
CDK11A	Cdk11b
CDK11B	Cdk11b
CDK1	Cdk1
CDK10	Cdk10
CDK2AP2	Cdk2ap2
KLF6	Klf6
ERLEC1	Erlec1
PLPPR2	Plppr2
XIRP2	Xirp2
ATAD5	Atad5
CLN8	Cln8
TUBE1	Tube1
PTTG1IP	Pttg1ip
DPY19L2	Dpy19l2
DPY19L2P1	Dpy19l2
DPY19L2P2	Dpy19l2
GPS2	Gps2
PCOLCE2	Pcolce2
PRKCB	Prkcb
ALDH4A1	Aldh4a1
FOXL1	Foxl1
PLSCR5	Plscr5
IL13RA2	Il13ra2
SRM	Srm
CNBP	Cnbp
DPY19L1	Dpy19l1
CYP46A1	Cyp46a1
TG	Tg
PLSCR1	Plscr1
NRP1	Nrp1
ARL8A	Arl8a
YPEL3	Ypel3
GNA13	Gna13
CLYBL	Clybl
SLCO1B1	Slco1b2
SLCO1B3	Slco1b2
SLCO1B7	Slco1b2
NAP1L1	Nap1l1
EDC4	Edc4
COL18A1	Col18a1
PLSCR1	Plscr2
PLSCR2	Plscr2
KLF4	Klf4
CDK8	Cdk8
CDK6	Cdk6
CDK4	Cdk4
CDK19	Cdk19
METTL14	Mettl14
KLF10	Klf10
CDK5	Cdk5
CDK16	Cdk16
CDK13	Cdk13
KLHL24	Klhl24
AKR7A2	Akr7a5
AKR7A3	Akr7a5
AKR7L	Akr7a5
GID8	Gid8
AQR	Aqr
NRARP	Nrarp
DOP1B	Dop1b
ECT2L	Ect2l
TBC1D5	Tbc1d5
STIMATE	Stimate
STIMATE-MUSTN1	Stimate
SLC25A1	Slc25a1
EIF1AD	Eif1ad
HACD3	Hacd3
XRN1	Xrn1
RAB40C	Rab40c
CRISPLD1	Crispld1
PINX1	Pinx1
POMC	Pomc
MAD2L1	Mad2l1
BNC1	Bnc1
KDM5B	Kdm5b
GTF2IRD1	Gtf2ird1
ADORA3	Adora3
ITPKA	Itpka
IER5L	Ier5l
IER5	Ier5
CRX	Crx
WRAP53	Wrap53
LTK	Ltk
TRAF3IP1	Traf3ip1
EIF4H	Eif4h
USP3	Usp3
ALK	Alk
SBDS	Sbds
PALM	Palm
DUSP6	Dusp6
VTI1B	Vti1b
CORO6	Coro6
ATG13	Atg13
DPF2	Dpf2
INTS6L	Ints6l
CNN3	Cnn3
XPNPEP2	Xpnpep2
SMARCA4	Smarca4
ASL	Asl
C1QTNF2	C1qtnf2
TIMP2	Timp2
DNAJC24	Dnajc24
CCNK	Ccnk
ADH1A	Adh1
ADH1B	Adh1
ADH1C	Adh1
RAB28	Rab28
PATJ	Patj
TMEM106A	Tmem106a
ADH4	Adh4
EEF2	Eef2
METTL16	Mettl16
KLF8	Klf8
KLF15	Klf15
CDKN3	Cdkn3
CDKN1B	Cdkn1b
CDK2	Cdk2
HMG20A	Hmg20a
ADH6	Adh6b
ADH7	Adh7
CEP63	Cep63
AK2	Ak2
TNNC1	Tnnc1
ENPP2	Enpp2
MAGI1	Magi1
TEKTL1	Tektl1
EXOC2	Exoc2
CISD1	Cisd1
UFL1	Ufl1
CNOT4	Cnot4
ZNF800	Zfp800
GOPC	Gopc
MYL4	Myl4
TMEM185B	Tmem185b
PSMC4	Psmc4
TMEM185A	Tmem185a
NAT9	Nat9
SLC16A1	Slc16a1
GPSM2	Gpsm2
ZNF609	Zfp609
KCNJ4	Kcnj4
ASAP2	Asap2
MNS1	Mns1
GCLC	Gclc
PDIA5	Pdia5
ZNF740	Zfp740
CNP	Cnp
OLA1	Ola1
UACA	Uaca
AFG2A	Afg2a
KLF5	Klf5
KLF13	Klf13
STAG2	Stag2
RANBP3	Ranbp3
ETNPPL	Etnppl
ZBTB7B	Zbtb7b
EFNA1	Efna1
STK10	Stk10
IRF6	Irf6
MYOF	Myof
STOML2	Stoml2
CAMKV	Camkv
DHX38	Dhx38
FOXI2	Foxi2
FOXI1	Foxi1
MC3R	Mc3r
MCHR1	Mchr1
PRL	Prl
DAB2	Dab2
GOLGB1	Golgb1
HPX	Hpx
PBK	Pbk
ZBTB10	Zbtb10
CCNB2	Ccnb2
CARS1	Cars1
MC2R	Mc2r
SP5	Sp5
MC1R	Mc1r
C1R	C1ra
C1R	C1rb
SUGCT	Sugct
BHLHE23	Bhlhe23
GSG1L	Gsg1l
NOXA1	Noxa1
CABP2	Cabp2
COG3	Cog3
AASDHPPT	Aasdhppt
VGLL2	Vgll2
ASAP3	Asap3
ANO10	Ano10
IDI1	Idi1-ps1
SCAMP4	Scamp4
PDF	Pdf
IDI2	Idi2l
SNX24	Snx24
IDI2	Idi2
IDI1	Idi1
RAB27A	Rab27a
MIR483	Mir483
MIR484	Mir484
MIR485	Mir485
MIR486-1	Mir486
MIR486-2	Mir3107
MIR487B	Mir487b
MIR488	Mir488
MIR489	Mir489
MIR490	Mir490
MIR491	Mir491
VPS26C	Vps26c
MIR412	Mir412
MIR421	Mir421
MIR423	Mir423
MIR424	Mir322
MIR425	Mir425
MIR429	Mir429
MIR431	Mir431
MIR432	Mir432
MIR433	Mir433
MIR410	Mir410
SEC61G	Sec61g-ps3
MIR411	Mir411
RAB35	Rab35
HOOK3	Hook3
TM9SF1	Tm9sf1
LAMTOR2	Lamtor2
MMGT1	Mmgt1
COMMD5	Commd5
LSM1	Lsm1
CENPP	Cenpp
RCHY1	Rchy1
MIR448	Mir448
MIR449A	Mir449a
MIR449B	Mir449b
MIR449C	Mir449c
MIR450A1	Mir450-1
MIR450A2	Mir450-2
MIR450B	Mir450b
MIR451B	Mir451b
MIR452	Mir452
MIR455	Mir455
MIR4435-2HG	Morrbid
UFC1	Ufc1
TM2D1	Tm2d1
PTPN13	Ptpn13
VWDE	Vwde
ZFAND1	Zfand1
SCGB1A1	Scgb1a1
MIR367	Mir367
SCGB1C1	Scgb1c1
SCGB1C2	Scgb1c1
MIR369	Mir369
SCGB2A1	Scgb2a2
SCGB2A2	Scgb2a2
MIR370	Mir370
SCGB3A1	Scgb3a1
MIR374B	Mir374b
SCGB3A2	Scgb3a2
MIR374C	Mir374c
SCIMP	Scimp
MIR375	Mir375
SCN11A	Scn11a
MIR376A1	Mir376a
SCNN1A	Scnn1a
MIR362	Mir362
SBSPON	Sbspon
MIR363	Mir363
SCAND1	Scand1
MIR365A	Mir365-1
SCART1	Scart1
MIR365B	Mir365-2
TRAIP	Traip
SH3BGR	Sh3bgr
PRSS53	Prss53
BOLA3	Bola3
RPP21	Rpp21
KCTD15	Kctd15
BAG3	Bag3
DESI2	Desi2
FLII	Flii
MIP	Mip
SCRG1	Scrg1
MIR378A	Mir378a
SCRN1	Scrn1
MIR379	Mir379
SCT	Sct
MIR380	Mir380
SCTR	Sctr
MIR381	Mir381
SDC1	Sdc1
MIR382	Mir382
SDR9C7	Sdr9c7
MIR383	Mir383
SEC11C	Sec11c
MIR384	Mir384
SEC14L5	Sec14l5
MIR409	Mir409
SEC61A2	Sec61a2
MIR376B	Mir376b
SCNN1B	Scnn1b
MIR376C	Mir376c
SCNN1G	Scnn1g
MIR377	Mir377
HOMER1	Homer1
SFXN1	Sfxn1
C9orf72	C9orf72
CHCHD4	Chchd4
MRPL19	Mrpl19
NUDCD2	Nudcd2
GINS4	Gins4
ENTPD1	Entpd1
DUS4L	Dus4l
LBHD2	Lbhd2
TM4SF4	Tm4sf4
BBIP1	Bbip1
SUDS3	Suds3
ADCY9	Adcy9
GMPPB	Gmppb
AMIGO3	Amigo3
UBE2E2	Ube2e2
S100A7	S100a7a
S100A7A	S100a7a
S100A7L2	S100a7a
MIR330	Mir330
S100A8	S100a8
MIR331	Mir331
S100A9	S100a9
MIR335	Mir335
S100G	S100g
MIR337	Mir337
S100PBP	S100pbp
MIR338	Mir338
SAA2-SAA4	Saa4
SAA4	Saa4
MIR323A	Mir323
RXFP4	Rxfp4
MIR324	Mir324
RYBP	Rybp-ps
MIR325	Mir325
S100A11	S100a11-ps
MIR326	Mir326
S100A16	S100a16
MIR328	Mir328
S100A3	S100a3
MIR329-1	Mir329
MIR329-2	Mir329
GZMA	Gzma
HSD17B14	Hsd17b14
USP49	Usp49
C8A	C8a
CEACAM1	Ceacam2
CEACAM5	Ceacam2
CEACAM6	Ceacam2
PSG1	Ceacam2
PSG3	Ceacam2
PSG4	Ceacam2
PSG6	Ceacam2
PSG7	Ceacam2
PSG8	Ceacam2
PSG9	Ceacam2
LIPI	Lipi
BAP1	Bap1
CPTP	Cptp
NOL8	Nol8
HTRA3	Htra3
TDRD5	Tdrd5
LIPH	Liph
NFIA	Nfia
PAIP1	Paip1
PDGFB	Pdgfb
ELAC1	Elac1
CBARP	Cbarp
TMF1	Tmf1
STAC3	Stac3
MARVELD2	Marveld2
SAP25	Sap25
MIR346	Mir346
SAP30	Sap30
MIR34A	Mir34a
SAPCD1	Sapcd1
MIR34B	Mir34b
SATL1	Satl1
MIR34C	Mir34c
SAXO1	Saxo1
MIR361	Mir361
SBK3	Sbk3
MIR3618	Mir3618
SBSN	Sbsn
MIR339	Mir339
SAMD15	Samd15
MIR33A	Mir33
SAMD4B	Samd4b
MIR340	Mir340
SAMD5	Samd5
MIR342	Mir342
SAP18	Sap18b
MIR345	Mir345
LYSMD2	Lysmd2
SSUH2	Ssu2
STAB1	Stab1
KPTN	Kptn
NUAK2	Nuak2
TRAF3	Traf3
UTP3	Utp3
SDHC	Sdhc
NISCH	Nisch
PEF1	Pef1
BLOC1S1	Bloc1s1
NEU3	Neu3
NAB1	Nab1
HADH	Hadh
TMPRSS9	Tmprss9
USB1	Usb1
DCHS1	Dchs1
ETNK2	Etnk2
CRHBP	Crhbp
GLS2	Gls2
STON2	Ston2
NTPCR	Ntpcr
MAP6	Map6
SRP14	Srp14
RAB3A	Rab3a
KIAA1614	BC034090
B3GNTL1	B3gntl1
SOCS1	Socs1
ANG	Ang6
NADK2	Nadk2
RNASE4	Rnase4
MFSD11	Mfsd11
CMTM3	Cmtm3
RTL1	Rtl1
MIR3064	Mir3064
RTL3	Rtl3
MIR3065	Mir3065
RTL4	Rtl4
MIR3074	Mir3074-1
RTL5	Rtl5
MIR29C	Mir29c
RPPH1	Rpph1
MIR301A	Mir301
RPRD1A	Rprd1a
MIR301B	Mir301b
RPTN	Rptn
MIR302A	Mir302a
RPUSD3	Rpusd3
MIR302B	Mir302b
RSBN1	Rsbn1
MIR302C	Mir302c
RSBN1L	Rsbn1l
MIR302D	Mir302d
RSC1A1	Rsc1a1
MIR3059	Mir3059
SMG5	Smg5
ADAL	Adal
ANG	Ang5
PRKACA	Prkaca
RNASE1	Rnase1
ANKRD13B	Ankrd13b
KXD1	Kxd1
ANG	Ang4
SNX6	Snx6
CHST1	Chst1
ANG	Ang3
CAMK2G	Camk2g
IKZF5	Ikzf5
ANG	Ang2
DGAT2	Dgat2
SPSB4	Spsb4
RNASE6	Rnase6
TMEM115	Tmem115
GPALPP1	Gpalpp1
ANG	Ang
B3GNT2	B3gnt2
DNAJC15	Dnajc15
RELT	Relt
BARHL2	Barhl2
BLOC1S4	Bloc1s4
NRDC	Nrdc
ESCO2	Esco2
PLTP	Pltp
DHRS3	Dhrs3
ATP8B3	Atp8b3
RTP2	Rtp2
MIR31	Mir31
RTP3	Rtp3
MIR3154	Mir3154
RTP4	Rtp4
MIR32	Mir32
RUFY4	Rufy4
MIR320A	Mir320
RWDD2A	Rwdd2a
MIR3085	Mir3085
RTL6	Rtl6
MIR30A	Mir30a
RTL8A	Rtl8a
RTL8B	Rtl8a
RTL8C	Rtl8a
MIR30B	Mir30b
RTL8A	Rtl8b
RTL8B	Rtl8b
RTL8C	Rtl8b
MIR30C1	Mir30c-1
RTL8A	Rtl8c
RTL8B	Rtl8c
RTL8C	Rtl8c
MIR30C2	Mir30c-2
RTL9	Rtl9
MIR30D	Mir30d
RTP1	Rtp1
MIR30E	Mir30e
TMEM60	Tmem60
RELL2	Rell2
C1orf53	2310009B15Rik
PRPF38A	Prpf38a
AP3D1	Ap3d1
C1QB	C1qb
CILP2	Cilp2
TMED1	Tmed1
MXD4	Mxd4
FER1L4	Fer1l4
CREBBP	Crebbp
NKIRAS2	Nkiras2
CMA1	Cma1
NDUFA12	Ndufa12
GTF2A1L	Gtf2a1l
RPL18	Rpl18
KBTBD12	Kbtbd12
STON1	Ston1
STON1-GTF2A1L	Ston1
RPL29	Rpl27rt
GPR146	Gpr146
MRPS5	Mrps5
RPL29	Rpl29
CELSR1	Celsr1
TMEM141	Tmem141
NDUFA7	Ndufa7
BORCS8-MEF2B	Mef2bl
MEF2B	Mef2bl
AKR1B10	Akr1b10
AKR1B15	Akr1b10
MRPL15	Mrpl15
BORCS8-MEF2B	Mef2b
MEF2B	Mef2b
SYF2	Syf2
SLX4	Slx4
AKR1B10	Akr1b8
AKR1B15	Akr1b8
ARMC7	Armc7
THOC7	Thoc7
PIP5K1C	Pip5k1c
AKR1B10	Akr1b7
AKR1B15	Akr1b7
RSPH10B	Rsph10b
RSPH10B2	Rsph10b
RS1	Rs1
RPH3AL	Rph3al
RPL13	Rpl13-ps6
RNF222	Rnf222
RNF223	Rnf223
RNF31	Rnf31
RNF39	Rnf39
RNF43	Rnf43
RNU11	Rnu11
RNY1	Rny1
ROPN1	Ropn1
ROPN1B	Ropn1
RP1	Rp1
CNNM2	Cnnm2
IL10RB	Il10rb
BLOC1S3	Bloc1s3
DNAL1	Dnal1
FETUB	Fetub
MPI	Mpi
MOB4	Mob4
RCOR3	Rcor3
CISH	Cish
LHFPL3	Lhfpl3
FGF22	Fgf22
ACBD7	Acbd7
NDUFA3	Ndufa3
GTPBP2	Gtpbp2
FSTL3	Fstl3
ETHE1	Ethe1
TPX2	Tpx2
AGXT2	Agxt2
RPL15	Rpl15
MRPL54	Mrpl54
E4F1	E4f1
TIPIN	Tipin
DUSP2	Dusp2
EIF4A2	Eif4a2
ADPRH	Adprh
BORCS7	Borcs7
FBXO25	Fbxo25
RABGAP1L	Rabgap1l
MIOX	Miox
RPL6	Rpl6l
MIR29B1	Mir29b-1
RPL9	Rpl9-ps1
MIR29B2	Mir29b-2
RPL9	Rpl9-ps6
RPL17	Rpl17-ps8
RPL17-C18orf32	Gm10362
RPL32	Rpl32l
RPL34	Rpl34-ps2
RPL36	Rpl36-ps12
RPL37	Rpl37rt
RPL37	Rpl37
RPL3L	Rpl3l
ETV5	Etv5
B3GAT2	B3gat2
PXK	Pxk
SMIM19	Smim19
UTP6	Utp6
RSAD2	Rsad2
ITGB1BP2	Itgb1bp2
CERS1	Cers1
PLIN2	Plin2
TXNDC17	Txndc17
HRG	Hrg
GRHL2	Grhl2
GOLGA4	Golga4
INPP5E	Inpp5e
CCDC137	Ccdc137
CRYZL2P-SEC16B	Sec16b
SEC16B	Sec16b
IQGAP1	Iqgap1
NEURL1	Neurl1a
DDIAS	Ddias
VTI1A	Vti1a
MTFMT	Mtfmt
NPTXR	Nptxr
WFS1	Wfs1
SYBU	Sybu
LOXL2	Loxl2
DHX8	Dhx8
IGF2BP1	Igf2bp1
GID4	Gid4
MRPS30	Mrps30
KBTBD2	Kbtbd2
TTC22	Ttc22
RNF121	Rnf121
NPHP1	Nphp1
ACP6	Acp6
ESYT3	Esyt3
FAT3	Fat3
IFFO1	Iffo1
NOCT	Noct
SNX10	Snx10
TRRAP	Trrap
CFAP58	Cfap58
SDHAF1	Sdhaf1
EXOC6B	Exoc6b
FAF2	Faf2
CPD	Cpd
BCDIN3D	Bcdin3d
C2orf49	AI597479
IPCEF1	Ipcef1
TNKS1BP1	Tnks1bp1
AAR2	Aar2
EVA1A	Eva1a
ATRIP	Atrip
TBC1D24	Tbc1d24
PPM1L	Ppm1l
MARVELD1	Marveld1
GIGYF1	Gigyf1
PRKAG2	Prkag2
AXDND1	Axdnd1
MAGI2	Magi2
CLDN23	Cldn23
SRRM4	Srrm4
HOXB13	Hoxb13
S1PR3	S1pr3
FAM3D	Fam3d
CFAP96	Cfap96
CFH	Cfh
CAST	Cast
SARAF	Saraf
RNF187	Rnf187
RNASEL	Rnasel
RNF112	Rnf112
RNF123	Rnf123
RNF125	Rnf125
RNF135	Rnf135
RNF138	Rnf138
RNF138	Rnf138rt1
RNF149	Rnf149
RNF166	Rnf166
RNF186	Rnf186
GRK1	Grk1
SMYD4	Smyd4
GPR139	Gpr139
JOSD1	Josd1
HBE1	Hbb-bh1
HBG1	Hbb-bh1
HBG2	Hbb-bh1
ZNRF2	Znrf2
TDP2	Tdp2
RBMS3	Rbms3
RD3	Rd3
FDX2	Fdx2
DPYSL4	Dpysl4
TRIM47	Trim47
SDR39U1	Sdr39u1
TRMT2B	Trmt2b
RABGGTA	Rabggta
PIM3	Pim3
RNF183	Rnf183
MRPS7	Mrps7
RNF225	Rnf225
DPYSL3	Dpysl3
MRPL35	Mrpl35
PYGO2	Pygo2
DYNC1I2	Dync1i2
IGSF21	Igsf21
DCAF11	Dcaf11
LYSMD1	Lysmd1
SLC8A1	Slc8a1
AGFG2	Agfg2
ASB10	Asb10
ACAN	Acan
TMEM198	Tmem198
WDR74	Wdr74
PLGRKT	Plgrkt
VPS52	Vps52
AMBRA1	Ambra1
MRPL2	Mrpl2
LIPT1	Lipt1
TEPSIN	Tepsin
RAB33B	Rab33b
EXTL2	Extl2
URI1	Uri1
BLOC1S2	Bloc1s2
TMEM229B	Tmem229b
PACS1	Pacs1
SPCS1	Spcs1
MPND	Mpnd
PHIP	Phip
GPR157	Gpr157
C5orf34	4833420G17Rik
RBM20	Rbm20
PSPH	Psph
PTK6	Ptk6
RLF	Rlf
SECISBP2	Secisbp2
MRPS35	Mrps35
CATIP	Catip
FASTKD3	Fastkd3
KANSL3	Kansl3
SENP8	Senp8
RECQL	Recql
GRK4	Grk4
SCN2A	Scn2a
RCN2	Rcn2
SCN9A	Scn9a
SNRNP35	Snrnp35
PTPRK	Ptprk
NIF3L1	Nif3l1
SCN5A	Scn5a
TUT1	Tut1
SCN3A	Scn3a
FAM131C	Fam131c
MYBPC2	Mybpc2
RRS1	Rrs1
VPS39	Vps39
OTOL1	Otol1
SMAP1	Smap1
ILDR2	Ildr2
SCN10A	Scn10a
PPP1R14C	Ppp1r14c
SRGAP2	Srgap2
SRGAP2B	Srgap2
SRGAP2C	Srgap2
TRPC2	Trpc2
UNCX	Uncx
MGP	Mgp
CYP26C1	Cyp26c1
HNF4G	Hnf4g
PCSK9	Pcsk9
WT1	Wt1
UHMK1	Uhmk1
HAMP	Hamp
RXYLT1	Rxylt1
CRMP1	Crmp1
RNF220	Rnf220
VPS11	Vps11
TFB1M	Tfb1m
RAD52	Rad52
UQCC1	Uqcc1
SETD4	Setd4
HAMP	Hamp2
FOXRED2	Foxred2
NRL	Nrl
MOSMO	Mosmo
KMT5A	Kmt5a
ANAPC15	Anapc15-ps
CFAP126	Cfap126
VPS37A	Vps37a
RNF182	Rnf182
COA5	Coa5
ANAPC15	Anapc15
ATP7A	Atp7a
HES2	Hes2
MRPS6	Mrps6
TMEM44	Tmem44
MRPS14	Mrps14
CYB5R2	Cyb5r2
FRMD7	Frmd7
ACSF2	Acsf2
KRTCAP2	Krtcap2
NPRL2	Nprl2
KCTD2	Kctd2
WASHC2A	Washc2
WASHC2C	Washc2
WNT9A	Wnt9a
UBXN10	Ubxn10
TSPAN14	Tspan14
C15orf48	AA467197
SPACA9	Spaca9
CTDSPL	Ctdspl
SLC25A42	Slc25a42
SLC27A6	Slc27a6
SPI1	Spi1
TEFM	Tefm
LCN2	Lcn2
SORL1	Sorl1
RITA1	Rita1
RLN1	Rln1
RLN2	Rln1
RMDN2	Rmdn2
RMND5A	Rmnd5a
RMRP	Rmrp
RN7SK	Rn7sk
RNASE10	Rnase10
RNASE11	Rnase11
RNASE12	Rnase12
RIMBP3	Rimbp3
RIMBP3B	Rimbp3
RIMBP3C	Rimbp3
RING1	Ring1
RNASE2	Ear10
RNASE3	Ear10
RNASE2	Ear4
RNASE3	Ear4
RNASE2	Ear6
RNASE3	Ear6
RNASE2	Ear14
RNASE3	Ear14
RNASE2	Ear3
RNASE3	Ear3
RNASE2	Ear2
RNASE3	Ear2
RNASE2	Ear1
RNASE3	Ear1
RNASE2	Rnase2b
RNASE3	Rnase2b
RNASE2	Rnase2a
RNASE3	Rnase2a
RNASE9	Rnase9
RNASE13	Rnase13
UNC119	Unc119
NCSTN	Ncstn
FGF23	Fgf23
RENO1	Reno1
REPIN1	Repin1
RESF1	Resf1
RESP18	Resp18
RETN	Retn
RETNLB	Retnlg
RETNLB	Retnlb
REEP4	Reep4
REG1A	Reg2
REG1B	Reg2
REG3A	Reg3a
REG3A	Reg3b
REG3G	Reg3b
FGF5	Fgf5
FGF6	Fgf6
SYS1	Sys1
POLR3A	Polr3a
ATP6AP1L	Atp6ap1l
UTP4	Utp4
SHROOM2	Shroom2
MECOM	Mecom
NUP210	Nup210
PATL1	Patl1
RFX8	Rfx8
RGS10	Rgs10
RGS22	Rgs22
RGSL1	Rgsl1
RHBDF2	Rhbdf2
RHOB	Rhob
RHOXF1	Rhox13
RHOXF2	Rhox6
RHOXF2B	Rhox6
RETNLB	Retnla
REXO5	Rexo5
RFPL4B	Rfpl4b
ALX4	Alx4
CHKA	Chka
NUGGC	Nuggc
KAZALD1	Kazald1
PDZD4	Pdzd4
HEMK1	Hemk1
GHDC	Ghdc
EIF5B	Eif5b
ZNF518A	Zfp518a
EZH1	Ezh1
EXOSC3	Exosc3
BGLAP	Bglap3
MSANTD3-TMEFF1	Tmeff1
TMEFF1	Tmeff1
EDARADD	Edaradd
ZFAND3	Zfand3
LMX1B	Lmx1b
CORO7	Coro7
CORO7-PAM16	Coro7
FOXO3	Foxo3
FOXO3B	Foxo3
RBMY1B	Rbmyf3
RBMY1B	Rbmy
RBMY1B	Rbmyf1
RBMY1B	Rbmyf2
RBMY1B	Rbmyf9
RBAK	Rbak
RBM3	Rbm3-ps
RBM6	Rbm6
RBMY1B	Rbmyf7
RBMY1B	Rbmyf8
RBMY1B	Rbmyf5
WDR41	Wdr41
TMX4	Tmx4
CDC40	Cdc40
PRKAR1A	Prkar1a
CHAC2	Chac2
SLC17A7	Slc17a7
RRP12	Rrp12
SLC6A5	Slc6a5
GIGYF2	Gigyf2
LRP2	Lrp2
TMEM128	Tmem128
PSKH1	Pskh1
NECAB2	Necab2
GLDN	Gldn
DDX42	Ddx42
KIF3B	Kif3b
LSS	Lss
AMH	Amh
LATS2	Lats2
RBM26	Rbm26
RDH16	Rdh16f2
RDH16	Rdh16
RDH16	Rdh9
RDH16	Rdh19
RDX	Rdx
REDIC1	Redic1
RBMY1B	Rbmyf6
RBSN	Rbsn
RBX1	Rbx1-ps
RDH16	Rdh7
RDH16	Rdh1
CASR	Casr
YES1	Yes1
PTHLH	Pthlh
CRYGS	Crygs
MICAL3	Mical3
GPR151	Gpr151
SAPCD2	Sapcd2
PRNP	Prnp
GJA4	Gja4
PEX11B	Pex11b
TFR2	Tfr2
EIF2A	Eif2a
RAB9A	Rab9
ANKFY1	Ankfy1
PEX16	Pex16
VPS35	Vps35
SLC9A8	Slc9a8
GJB1	Gjb1
RAB33A	Rab33a
PITX3	Pitx3
ZZEF1	Zzef1
H3C10	H3c2
H3C13	H3c2
H3C14	H3c2
H3C15	H3c2
COQ6	Coq6
METRN	Metrn
H3C11	H3c6
H3C13	H3c6
H3C14	H3c6
H3C15	H3c6
RAB7B	Rab7b
RABGAP1	Rabgap1
RAD51AP2	Rad51ap2
RAB11B-AS1	Rab11bos1
RAB11FIP2	Rab11fip2
RAB17	Rab17
RAB26	Rab26
RAB29	Rab29
RAB2B	Rab2b
RAB37	Rab37
RAB39A	Rab39
H3C13	H3c3
H3C14	H3c3
CCDC191	Ccdc191
H3C14	H3c7
H3C15	H3c7
ARAF	Araf
H3C13	H3c15
H3C14	H3c15
H3C15	H3c15
H3C8	H3c15
CDK20	Cdk20
H3C13	H3c13
H3C14	H3c13
H3C15	H3c13
H3C2	H3c13
MUL1	Mul1
H3C1	H3c4
H3C13	H3c4
H3C14	H3c4
